word	lexicon_index	seed	epoch	target_cosine	best_wrong_cosine	target_rank	top1	top5	margin
mutual	4007	19	155	0.40057504	0.68827873	1096	False	False	-0.2877037
pipeline	4008	19	155	0.3680283	0.6267179	762	False	False	-0.2586896
syntax	4009	19	155	0.43919486	0.5229936	24	False	False	-0.083798766
li	4010	19	155	0.31414127	0.63614976	1409	False	False	-0.3220085
attribute	4011	19	155	0.43960792	0.61211956	172	False	False	-0.17251164
prison	4012	19	155	0.4036069	0.71082985	1311	False	False	-0.30722296
skill	4013	19	155	0.44107637	0.6981809	478	False	False	-0.25710455
chairs	4014	19	155	0.49852127	0.5151461	2	False	True	-0.016624808
everyday	4015	19	155	0.45965493	0.7776379	405	False	False	-0.31798297
apparently	4016	19	155	0.6278365	0.8117317	166	False	False	-0.18389517
surrounding	4017	19	155	0.5271357	0.64541656	80	False	False	-0.11828083
mountains	4018	19	155	0.52552915	0.6704152	59	False	False	-0.14488608
moves	4019	19	155	0.59355736	0.67400163	30	False	False	-0.08044428
inquiry	4020	19	155	0.5376155	0.6159619	10	False	False	-0.07834643
ethernet	4021	19	155	0.4615908	0.47828826	3	False	True	-0.016697466
checked	4022	19	155	0.5886547	0.67489153	3	False	True	-0.086236835
exhibit	4023	19	155	0.42758277	0.70581484	675	False	False	-0.27823207
throw	4024	19	155	0.5473685	0.78219193	167	False	False	-0.2348234
trend	4025	19	155	0.44176748	0.7750231	1120	False	False	-0.33325562
sierra	4026	19	155	0.41067594	0.46533722	25	False	False	-0.054661274
visible	4027	19	155	0.48872176	0.66511357	240	False	False	-0.17639181
cats	4028	19	155	0.42359978	0.5362841	92	False	False	-0.11268431
desert	4029	19	155	0.32156715	0.75444597	2206	False	False	-0.43287882
ya	4030	19	155	0.5423118	0.52800626	1	True	True	0.014305532
oldest	4031	19	155	0.5131015	0.5861076	21	False	False	-0.07300609
rhode	4032	19	155	0.21846627	0.6153307	3214	False	False	-0.3968644
nba	4033	19	155	0.42514902	0.5999275	334	False	False	-0.17477846
busty	4034	19	155	0.4380704	0.54197574	71	False	False	-0.10390535
obviously	4035	19	155	0.7747651	0.8369552	14	False	False	-0.062190115
mercury	4036	19	155	0.20363115	0.6616503	4300	False	False	-0.45801914
steven	4037	19	155	0.52476764	0.7015333	123	False	False	-0.17676568
handbook	4038	19	155	0.37481657	0.49517274	59	False	False	-0.12035617
greg	4039	19	155	0.5665824	0.6444227	30	False	False	-0.07784033
navigate	4040	19	155	0.4780954	0.61029047	16	False	False	-0.13219506
worse	4041	19	155	0.5820239	0.8464184	329	False	False	-0.26439446
summit	4042	19	155	0.32605186	0.79688007	2529	False	False	-0.4708282
victims	4043	19	155	0.46819025	0.694363	544	False	False	-0.22617275
epa	4044	19	155	0.3988149	0.56719846	431	False	False	-0.16838357
spaces	4045	19	155	0.5145498	0.57497364	11	False	False	-0.06042385
burning	4046	19	155	0.5104145	0.63614357	79	False	False	-0.12572908
escape	4047	19	155	0.54458946	0.6424006	89	False	False	-0.09781116
coupons	4048	19	155	0.50508386	0.48509312	1	True	True	0.019990742
somewhat	4049	19	155	0.5380832	0.8067637	367	False	False	-0.2686805
receiver	4050	19	155	0.40752447	0.47100848	3	False	True	-0.06348401
progressive	4051	19	155	0.34946027	0.68153554	1681	False	False	-0.33207527
cialis	4052	19	155	0.20386735	0.45151415	8558	False	False	-0.24764681
boats	4053	19	155	0.4583102	0.5343165	19	False	False	-0.07600629
glance	4054	19	155	0.2304072	0.6714874	3903	False	False	-0.4410802
scottish	4055	19	155	0.37884948	0.66156083	883	False	False	-0.28271136
arcade	4056	19	155	0.48908308	0.45382974	1	True	True	0.035253346
richmond	4057	19	155	0.44773576	0.64695084	262	False	False	-0.19921508
impossible	4058	19	155	0.5789576	0.73000264	76	False	False	-0.15104502
ron	4059	19	155	0.5151856	0.701734	133	False	False	-0.18654841
russell	4060	19	155	0.57844126	0.6869305	28	False	False	-0.108489215
tells	4061	19	155	0.6507034	0.69972116	3	False	True	-0.049017787
obvious	4062	19	155	0.67318565	0.7861248	45	False	False	-0.11293918
fiber	4063	19	155	0.5180285	0.5642549	5	False	True	-0.046226382
depression	4064	19	155	0.39198792	0.6483942	641	False	False	-0.2564063
graph	4065	19	155	0.31669006	0.5313404	882	False	False	-0.21465036
covering	4066	19	155	0.47185284	0.692517	299	False	False	-0.22066414
platinum	4067	19	155	0.3733165	0.5002356	139	False	False	-0.12691912
judgment	4068	19	155	0.4990944	0.71138	279	False	False	-0.21228561
bedrooms	4069	19	155	0.48938915	0.46032754	1	True	True	0.029061615
talks	4070	19	155	0.49195224	0.7696058	618	False	False	-0.27765357
filing	4071	19	155	0.55117995	0.61243373	8	False	False	-0.061253786
foster	4072	19	155	0.44873533	0.6700619	303	False	False	-0.22132656
modeling	4073	19	155	0.5852078	0.61829513	9	False	False	-0.033087313
passing	4074	19	155	0.5057269	0.7478719	273	False	False	-0.242145
awarded	4075	19	155	0.54510754	0.585175	7	False	False	-0.040067434
trials	4076	19	155	0.37549564	0.7436936	1748	False	False	-0.36819795
tissue	4077	19	155	0.4512186	0.58035797	63	False	False	-0.12913936
clinton	4078	19	155	0.46329293	0.5837324	252	False	False	-0.1204395
masters	4079	19	155	0.37668243	0.6277304	831	False	False	-0.251048
bonds	4080	19	155	0.40614057	0.722989	1281	False	False	-0.31684846
cartridge	4081	19	155	0.46705166	0.50700563	8	False	False	-0.039953977
alberta	4082	19	155	0.2648228	0.590959	1662	False	False	-0.3261362
folk	4083	19	155	0.36941537	0.62583953	465	False	False	-0.25642416
org	4084	19	155	0.3303588	0.42102626	86	False	False	-0.09066746
commons	4085	19	155	0.2814796	0.6386458	2598	False	False	-0.35716623
cincinnati	4086	19	155	0.4484158	0.56345314	98	False	False	-0.11503735
subsection	4087	19	155	0.3115743	0.490169	1856	False	False	-0.17859468
fraud	4088	19	155	0.40139097	0.71228075	1168	False	False	-0.31088978
permitted	4089	19	155	0.6128985	0.67552847	5	False	True	-0.06262994
spectrum	4090	19	155	0.42493027	0.6963584	590	False	False	-0.2714281
arrival	4091	19	155	0.5175551	0.6960557	163	False	False	-0.1785006
okay	4092	19	155	0.5626112	0.79374105	101	False	False	-0.23112983
pottery	4093	19	155	0.4717307	0.51399004	9	False	False	-0.042259336
emphasis	4094	19	155	0.52670777	0.67159337	152	False	False	-0.1448856
roger	4095	19	155	0.49918035	0.6829736	177	False	False	-0.18379328
aspect	4096	19	155	0.57255197	0.63959646	12	False	False	-0.0670445
workplace	4097	19	155	0.5068587	0.6044179	42	False	False	-0.09755921
awesome	4098	19	155	0.506049	0.60414386	24	False	False	-0.09809488
mexican	4099	19	155	0.39149922	0.7235816	1179	False	False	-0.3320824
confirmed	4100	19	155	0.57936007	0.7096547	79	False	False	-0.13029462
counts	4101	19	155	0.3400535	0.73498315	2322	False	False	-0.39492965
priced	4102	19	155	0.56556803	0.6709529	32	False	False	-0.105384886
wallpapers	4103	19	155	0.42125347	0.5189255	24	False	False	-0.097672015
crash	4104	19	155	0.37395662	0.7109279	1438	False	False	-0.33697128
lift	4105	19	155	0.45300934	0.6936262	499	False	False	-0.24061689
desired	4106	19	155	0.42040685	0.70979404	525	False	False	-0.2893872
inter	4107	19	155	0.2599547	0.72772205	3835	False	False	-0.46776736
closer	4108	19	155	0.45478892	0.7227288	784	False	False	-0.26793987
assumes	4109	19	155	0.43339396	0.6313192	462	False	False	-0.19792527
heights	4110	19	155	0.30929723	0.6510711	1813	False	False	-0.34177384
shadow	4111	19	155	0.4725555	0.6030969	125	False	False	-0.13054141
riding	4112	19	155	0.44828147	0.623243	352	False	False	-0.1749615
infection	4113	19	155	0.3601275	0.6001834	633	False	False	-0.24005592
firefox	4114	19	155	0.3676838	0.54329723	110	False	False	-0.17561343
lisa	4115	19	155	0.45308846	0.5112255	48	False	False	-0.05813706
expense	4116	19	155	0.5168956	0.7010048	349	False	False	-0.18410921
grove	4117	19	155	0.39365125	0.54020786	79	False	False	-0.14655662
venture	4118	19	155	0.44575125	0.6605779	545	False	False	-0.21482664
clinic	4119	19	155	0.4334099	0.6127208	65	False	False	-0.17931089
korean	4120	19	155	0.4762874	0.6608631	370	False	False	-0.1845757
healing	4121	19	155	0.42387074	0.5961307	237	False	False	-0.17225999
princess	4122	19	155	0.31224513	0.6223866	1357	False	False	-0.31014144
mall	4123	19	155	0.39072734	0.50851804	67	False	False	-0.1177907
entering	4124	19	155	0.57076615	0.5883054	5	False	True	-0.017539263
packet	4125	19	155	0.4359606	0.57860625	45	False	False	-0.14264566
spray	4126	19	155	0.40723935	0.61785585	287	False	False	-0.2106165
studios	4127	19	155	0.48874542	0.64707285	53	False	False	-0.15832743
dad	4128	19	155	0.6281731	0.68260264	5	False	True	-0.05442953
buttons	4129	19	155	0.50915927	0.5290447	2	False	True	-0.01988542
placement	4130	19	155	0.4455244	0.6072652	76	False	False	-0.16174078
funded	4131	19	155	0.47621867	0.6982001	379	False	False	-0.22198144
thompson	4132	19	155	0.6332603	0.69027674	8	False	False	-0.057016432
winners	4133	19	155	0.53041977	0.65594405	20	False	False	-0.12552428
extend	4134	19	155	0.5972537	0.7224903	97	False	False	-0.12523663
roads	4135	19	155	0.52465755	0.6112109	28	False	False	-0.086553335
pat	4136	19	155	0.52415854	0.626138	39	False	False	-0.101979434
dublin	4137	19	155	0.3982396	0.62790114	321	False	False	-0.22966152
rolling	4138	19	155	0.47239637	0.5812132	66	False	False	-0.1088168
fell	4139	19	155	0.3964309	0.81324345	1550	False	False	-0.41681254
motorcycle	4140	19	155	0.45936626	0.503519	4	False	True	-0.044152737
yard	4141	19	155	0.47306022	0.53300625	25	False	False	-0.05994603
disclosure	4142	19	155	0.53563035	0.5693087	11	False	False	-0.033678353
memories	4143	19	155	0.46715817	0.6375654	85	False	False	-0.1704072
nelson	4144	19	155	0.49832225	0.68626124	161	False	False	-0.18793899
te	4145	19	155	0.32720897	0.59434074	140	False	False	-0.26713178
arrived	4146	19	155	0.64265615	0.69466245	4	False	True	-0.052006304
creates	4147	19	155	0.54685175	0.6638755	20	False	False	-0.117023766
faces	4148	19	155	0.43912426	0.73940337	940	False	False	-0.3002791
tourist	4149	19	155	0.4814572	0.59916985	124	False	False	-0.11771265
cocks	4150	19	155	0.23744872	0.49820477	1050	False	False	-0.26075605
av	4151	19	155	0.39983922	0.48024976	20	False	False	-0.08041054
mayor	4152	19	155	0.4123317	0.64433694	556	False	False	-0.23200524
murder	4153	19	155	0.46032915	0.6758497	378	False	False	-0.21552053
sean	4154	19	155	0.50961804	0.7189357	159	False	False	-0.20931768
adequate	4155	19	155	0.5718738	0.6242794	10	False	False	-0.052405596
senator	4156	19	155	0.44088486	0.63864475	537	False	False	-0.1977599
yield	4157	19	155	0.43375063	0.6567214	509	False	False	-0.22297078
grades	4158	19	155	0.45991576	0.60239494	78	False	False	-0.14247918
cartoons	4159	19	155	0.48015952	0.66809756	39	False	False	-0.18793803
pour	4160	19	155	0.2809478	0.475955	114	False	False	-0.1950072
digest	4161	19	155	0.20422137	0.49159554	2703	False	False	-0.28737417
reg	4162	19	155	0.36826932	0.5024683	13	False	False	-0.13419896
lodging	4163	19	155	0.4427721	0.5138158	15	False	False	-0.07104373
dust	4164	19	155	0.43532592	0.51754683	52	False	False	-0.08222091
hence	4165	19	155	0.5175353	0.80009687	419	False	False	-0.28256154
wiki	4166	19	155	0.42279527	0.5724624	38	False	False	-0.14966711
entirely	4167	19	155	0.59358394	0.73148596	67	False	False	-0.13790202
replaced	4168	19	155	0.48959962	0.68673116	197	False	False	-0.19713154
radar	4169	19	155	0.45443556	0.5292783	29	False	False	-0.07484272
rescue	4170	19	155	0.43070522	0.6343824	641	False	False	-0.2036772
losses	4171	19	155	0.43456382	0.70763326	896	False	False	-0.27306944
combat	4172	19	155	0.4629313	0.65094	484	False	False	-0.1880087
reducing	4173	19	155	0.6981363	0.68291116	1	True	True	0.015225172
stopped	4174	19	155	0.5567994	0.70428765	129	False	False	-0.14748824
occupation	4175	19	155	0.4806712	0.69438034	424	False	False	-0.21370915
lakes	4176	19	155	0.46683162	0.57445985	48	False	False	-0.10762823
butt	4177	19	155	0.26762483	0.8386464	3280	False	False	-0.57102156
donations	4178	19	155	0.5215966	0.6505604	41	False	False	-0.12896377
citysearch	4179	19	155	0.42049494	0.47270882	20	False	False	-0.052213877
closely	4180	19	155	0.42385194	0.69322395	866	False	False	-0.26937202
radiation	4181	19	155	0.38888153	0.5883441	354	False	False	-0.19946256
diary	4182	19	155	0.38668725	0.49436033	69	False	False	-0.10767308
seriously	4183	19	155	0.5280104	0.73881567	269	False	False	-0.21080524
kings	4184	19	155	0.33310106	0.6815054	1442	False	False	-0.34840432
shooting	4185	19	155	0.46094227	0.69804204	517	False	False	-0.23709977
kent	4186	19	155	0.43153784	0.6971029	342	False	False	-0.26556507
adds	4187	19	155	0.44011477	0.7005744	567	False	False	-0.26045963
ear	4188	19	155	0.39322743	0.7012609	280	False	False	-0.3080335
flags	4189	19	155	0.3924455	0.5745214	392	False	False	-0.18207592
baker	4190	19	155	0.5883206	0.6756014	10	False	False	-0.08728081
launched	4191	19	155	0.5377124	0.70529777	121	False	False	-0.16758537
elsewhere	4192	19	155	0.55146325	0.78998744	334	False	False	-0.2385242
pollution	4193	19	155	0.41612214	0.7108672	808	False	False	-0.2947451
shock	4194	19	155	0.43693426	0.70639557	482	False	False	-0.2694613
walls	4195	19	155	0.551704	0.6037268	8	False	False	-0.052022815
abroad	4196	19	155	0.52019554	0.7305102	360	False	False	-0.21031463
ebony	4197	19	155	0.35541442	0.49908268	338	False	False	-0.14366826
tie	4198	19	155	0.37356818	0.61456126	332	False	False	-0.24099308
ward	4199	19	155	0.48510063	0.6973274	165	False	False	-0.21222675
drawn	4200	19	155	0.46026063	0.78420466	735	False	False	-0.32394403
arthur	4201	19	155	0.55867743	0.6306863	25	False	False	-0.07200885
ian	4202	19	155	0.48445323	0.6267066	161	False	False	-0.14225337
visited	4203	19	155	0.67038333	0.6581573	1	True	True	0.012226045
roof	4204	19	155	0.48352903	0.58916646	68	False	False	-0.10563743
walker	4205	19	155	0.65036166	0.69399476	6	False	False	-0.043633103
atmosphere	4206	19	155	0.38174397	0.59501165	306	False	False	-0.21326768
suggests	4207	19	155	0.6274027	0.7220397	36	False	False	-0.09463698
kiss	4208	19	155	0.4047683	0.6371869	189	False	False	-0.2324186
beast	4209	19	155	0.4197917	0.46006477	7	False	False	-0.04027307
ra	4210	19	155	0.27016467	0.5348203	1133	False	False	-0.26465565
operated	4211	19	155	0.67833906	0.5905802	1	True	True	0.08775884
targets	4212	19	155	0.50289404	0.6873701	414	False	False	-0.18447608
overseas	4213	19	155	0.49297127	0.6487193	102	False	False	-0.15574804
purchases	4214	19	155	0.6682985	0.6935723	3	False	True	-0.0252738
dodge	4215	19	155	0.33345786	0.45349407	202	False	False	-0.120036215
counsel	4216	19	155	0.46262005	0.6238006	180	False	False	-0.16118053
federation	4217	19	155	0.3805063	0.65659785	1400	False	False	-0.27609155
pizza	4218	19	155	0.44429117	0.4917522	4	False	True	-0.047461033
invited	4219	19	155	0.52945685	0.64652056	76	False	False	-0.1170637
yards	4220	19	155	0.4490916	0.53644615	50	False	False	-0.08735454
assignment	4221	19	155	0.38063893	0.6571785	1237	False	False	-0.2765396
chemicals	4222	19	155	0.5004165	0.70583224	103	False	False	-0.20541573
gordon	4223	19	155	0.56400394	0.69583595	46	False	False	-0.131832
mod	4224	19	155	0.34135455	0.54235226	86	False	False	-0.20099771
farmers	4225	19	155	0.54934675	0.5730587	3	False	True	-0.02371198
queries	4226	19	155	0.43068013	0.5755796	42	False	False	-0.14489946
rush	4227	19	155	0.36785105	0.69811463	1295	False	False	-0.33026358
ukraine	4228	19	155	0.48597145	0.6527715	216	False	False	-0.16680002
absence	4229	19	155	0.54799443	0.7510146	306	False	False	-0.20302016
nearest	4230	19	155	0.43564206	0.58455914	92	False	False	-0.14891708
cluster	4231	19	155	0.41012704	0.55240345	163	False	False	-0.1422764
vendors	4232	19	155	0.61191255	0.6631941	4	False	True	-0.05128157
mpeg	4233	19	155	0.3352977	0.47591323	537	False	False	-0.14061552
whereas	4234	19	155	0.48448032	0.6380599	172	False	False	-0.1535796
yoga	4235	19	155	0.34425515	0.50036544	141	False	False	-0.15611029
serves	4236	19	155	0.5088168	0.5716773	10	False	False	-0.06286055
woods	4237	19	155	0.43737876	0.66968435	480	False	False	-0.23230559
surprise	4238	19	155	0.54311377	0.75929964	252	False	False	-0.21618587
lamp	4239	19	155	0.44804382	0.5185149	13	False	False	-0.07047105
rico	4240	19	155	0.44146487	0.60409135	186	False	False	-0.16262648
partial	4241	19	155	0.41646832	0.6762296	600	False	False	-0.25976127
shoppers	4242	19	155	0.58753306	0.64576274	6	False	False	-0.058229685
phil	4243	19	155	0.20891961	0.7916646	5011	False	False	-0.58274496
everybody	4244	19	155	0.78535163	0.86212504	10	False	False	-0.076773405
couples	4245	19	155	0.33839077	0.7958582	1961	False	False	-0.45746744
nashville	4246	19	155	0.40893555	0.46912527	48	False	False	-0.060189724
ranking	4247	19	155	0.44022638	0.71843857	708	False	False	-0.2782122
jokes	4248	19	155	0.48741835	0.6184218	78	False	False	-0.13100344
http	4249	19	155	0.3726466	0.54521364	109	False	False	-0.17256704
ceo	4250	19	155	0.4303036	0.59077275	153	False	False	-0.16046914
simpson	4251	19	155	0.36798164	0.6365976	535	False	False	-0.26861593
sublime	4252	19	155	0.3747389	0.5166492	302	False	False	-0.14191028
counseling	4253	19	155	0.43053713	0.6012044	121	False	False	-0.17066726
palace	4254	19	155	0.4322668	0.6025942	228	False	False	-0.1703274
satisfied	4255	19	155	0.3911524	0.6593322	724	False	False	-0.2681798
glad	4256	19	155	0.5213697	0.706423	88	False	False	-0.18505329
wins	4257	19	155	0.44699734	0.71286887	570	False	False	-0.26587152
measurements	4258	19	155	0.63558775	0.6804924	3	False	True	-0.04490465
verify	4259	19	155	0.5143306	0.6645086	46	False	False	-0.15017796
globe	4260	19	155	0.36361212	0.6163315	767	False	False	-0.2527194
trusted	4261	19	155	0.4736219	0.51293284	15	False	False	-0.039310932
copper	4262	19	155	0.35150367	0.57954556	93	False	False	-0.22804189
milwaukee	4263	19	155	0.36039713	0.59065014	558	False	False	-0.23025301
rack	4264	19	155	0.44472942	0.60319436	32	False	False	-0.15846494
medication	4265	19	155	0.4643024	0.582013	39	False	False	-0.11771062
warehouse	4266	19	155	0.490969	0.5783439	24	False	False	-0.087374926
shareware	4267	19	155	0.43898833	0.45659822	5	False	True	-0.017609894
rep	4268	19	155	0.22918776	0.45594016	3373	False	False	-0.2267524
dicke	4269	19	155	0.21433377	0.513455	2074	False	False	-0.2991212
kerry	4270	19	155	0.31662145	0.68893063	1193	False	False	-0.37230918
receipt	4271	19	155	0.4884572	0.4858886	1	True	True	0.0025686026
supposed	4272	19	155	0.5886376	0.77819276	173	False	False	-0.18955517
ordinary	4273	19	155	0.43896523	0.66957694	639	False	False	-0.23061171
nobody	4274	19	155	0.7228672	0.81347907	23	False	False	-0.090611875
ghost	4275	19	155	0.47051084	0.50213754	6	False	False	-0.0316267
violation	4276	19	155	0.46164834	0.69356036	552	False	False	-0.23191202
configure	4277	19	155	0.6422361	0.59589905	1	True	True	0.046337068
stability	4278	19	155	0.49615142	0.6849583	258	False	False	-0.18880686
mit	4279	19	155	0.35326898	0.46433392	20	False	False	-0.11106494
applying	4280	19	155	0.6092405	0.5902904	1	True	True	0.018950045
southwest	4281	19	155	0.66816354	0.71251386	5	False	True	-0.044350326
boss	4282	19	155	0.2971849	0.68039256	2292	False	False	-0.38320765
pride	4283	19	155	0.43771374	0.7415077	466	False	False	-0.30379397
knowing	4284	19	155	0.6653282	0.81193405	53	False	False	-0.14660585
reporter	4285	19	155	0.56361073	0.55662054	1	True	True	0.0069901943
keith	4286	19	155	0.5882993	0.6669505	19	False	False	-0.07865125
champion	4287	19	155	0.52430755	0.5823405	5	False	True	-0.05803293
cloudy	4288	19	155	0.2675051	0.5080893	1352	False	False	-0.2405842
linda	4289	19	155	0.5313957	0.5272997	1	True	True	0.0040959716
ross	4290	19	155	0.4968553	0.6423022	90	False	False	-0.14544693
personally	4291	19	155	0.45765385	0.7962712	986	False	False	-0.33861735
chile	4292	19	155	0.23563355	0.56248677	1961	False	False	-0.32685322
anna	4293	19	155	0.47403562	0.51615727	5	False	True	-0.04212165
plenty	4294	19	155	0.5594085	0.77049035	209	False	False	-0.21108186
solo	4295	19	155	0.46380684	0.5759755	19	False	False	-0.11216864
sentence	4296	19	155	0.3296976	0.6968828	2277	False	False	-0.36718518
throat	4297	19	155	0.41510496	0.5600085	93	False	False	-0.14490357
ignore	4298	19	155	0.62057906	0.72380793	33	False	False	-0.10322887
maria	4299	19	155	0.55042976	0.5613975	3	False	True	-0.0109677315
uniform	4300	19	155	0.26135558	0.6706588	3173	False	False	-0.40930325
excellence	4301	19	155	0.36553478	0.65246403	870	False	False	-0.28692925
wealth	4302	19	155	0.381535	0.6486672	989	False	False	-0.26713222
tall	4303	19	155	0.48353732	0.61229557	115	False	False	-0.12875825
somewhere	4304	19	155	0.4389048	0.83008873	1005	False	False	-0.39118394
vacuum	4305	19	155	0.39388877	0.5120916	135	False	False	-0.118202806
dancing	4306	19	155	0.5868173	0.54008716	1	True	True	0.04673016
attributes	4307	19	155	0.46864095	0.6003944	97	False	False	-0.13175347
recognize	4308	19	155	0.60925287	0.6645794	13	False	False	-0.05532652
brass	4309	19	155	0.2570309	0.46350482	1122	False	False	-0.20647392
writes	4310	19	155	0.38041237	0.68958014	1380	False	False	-0.30916777
plaza	4311	19	155	0.47813994	0.5943431	15	False	False	-0.11620319
outcomes	4312	19	155	0.5354913	0.6107935	39	False	False	-0.07530218
survival	4313	19	155	0.3658628	0.7014455	1794	False	False	-0.33558273
quest	4314	19	155	0.26632938	0.6592151	2970	False	False	-0.3928857
publish	4315	19	155	0.6731647	0.63658696	1	True	True	0.03657776
sri	4316	19	155	0.43284172	0.61838347	256	False	False	-0.18554175
screening	4317	19	155	0.5119402	0.56806195	17	False	False	-0.056121767
toe	4318	19	155	0.34707808	0.6808796	657	False	False	-0.3338015
thumbnail	4319	19	155	0.37224257	0.49414736	315	False	False	-0.12190479
trans	4320	19	155	0.21200554	0.718772	4291	False	False	-0.50676644
jonathan	4321	19	155	0.50011015	0.5798999	78	False	False	-0.07978976
whenever	4322	19	155	0.6808853	0.8251687	52	False	False	-0.14428341
nova	4323	19	155	0.37705982	0.5626404	179	False	False	-0.18558061
lifetime	4324	19	155	0.3775757	0.64603966	587	False	False	-0.26846397
api	4325	19	155	0.43046075	0.5004953	19	False	False	-0.07003456
pioneer	4326	19	155	0.5207632	0.58232915	6	False	False	-0.061565936
booty	4327	19	155	0.31108475	0.54574496	623	False	False	-0.23466021
forgotten	4328	19	155	0.5279838	0.7890722	189	False	False	-0.26108843
acrobat	4329	19	155	0.2976004	0.54225314	3719	False	False	-0.24465275
plates	4330	19	155	0.48008028	0.5171036	14	False	False	-0.037023336
acres	4331	19	155	0.33492705	0.67726403	1399	False	False	-0.34233698
venue	4332	19	155	0.48641986	0.64359653	148	False	False	-0.15717667
athletic	4333	19	155	0.46096516	0.6320234	158	False	False	-0.17105824
thermal	4334	19	155	0.4913329	0.5293903	12	False	False	-0.038057387
essays	4335	19	155	0.49364275	0.60627747	57	False	False	-0.11263472
vital	4336	19	155	0.42927268	0.7418597	955	False	False	-0.312587
telling	4337	19	155	0.67349654	0.68391186	2	False	True	-0.010415316
fairly	4338	19	155	0.54697555	0.75657254	187	False	False	-0.20959699
coastal	4339	19	155	0.5079676	0.65798795	100	False	False	-0.15002036
charity	4340	19	155	0.4991233	0.56491697	26	False	False	-0.06579366
edinburgh	4341	19	155	0.33165368	0.58405197	612	False	False	-0.25239828
excel	4342	19	155	0.44856018	0.478575	3	False	True	-0.030014813
modes	4343	19	155	0.53682876	0.60744244	13	False	False	-0.07061368
obligation	4344	19	155	0.5112599	0.60540795	56	False	False	-0.09414804
campbell	4345	19	155	0.54427177	0.63808453	25	False	False	-0.09381276
wake	4346	19	155	0.5172753	0.8035541	463	False	False	-0.28627884
stupid	4347	19	155	0.5721597	0.67654186	29	False	False	-0.10438216
harbor	4348	19	155	0.21037978	0.6867519	4285	False	False	-0.47637212
hungary	4349	19	155	0.379451	0.68314964	1175	False	False	-0.30369863
traveler	4350	19	155	0.5026832	0.45400375	1	True	True	0.04867947
segment	4351	19	155	0.4322969	0.6378644	178	False	False	-0.20556751
realize	4352	19	155	0.7123668	0.7634401	17	False	False	-0.051073253
regardless	4353	19	155	0.54568934	0.6879301	142	False	False	-0.14224076
lan	4354	19	155	0.4604045	0.52844286	13	False	False	-0.068038374
enemy	4355	19	155	0.41908494	0.79271215	1098	False	False	-0.37362722
puzzle	4356	19	155	0.37065986	0.48940194	164	False	False	-0.11874208
rising	4357	19	155	0.57498914	0.6810613	31	False	False	-0.10607219
aluminum	4358	19	155	0.27500412	0.574437	944	False	False	-0.2994329
wells	4359	19	155	0.38326275	0.6315949	705	False	False	-0.24833214
wishlist	4360	19	155	0.38567328	0.5434413	753	False	False	-0.15776801
opens	4361	19	155	0.445583	0.5740133	110	False	False	-0.1284303
insight	4362	19	155	0.31477964	0.5913202	997	False	False	-0.27654058
sms	4363	19	155	0.39573973	0.53113514	67	False	False	-0.13539541
shit	4364	19	155	0.40397593	0.5347677	52	False	False	-0.13079175
secrets	4365	19	155	0.26456478	0.64108986	2967	False	False	-0.37652507
lucky	4366	19	155	0.58409166	0.7189229	45	False	False	-0.13483125
latter	4367	19	155	0.5377785	0.7506805	284	False	False	-0.21290201
merchants	4368	19	155	0.51950127	0.63228905	24	False	False	-0.11278778
thick	4369	19	155	0.5223449	0.49170047	1	True	True	0.030644417
trailers	4370	19	155	0.39006594	0.52372557	97	False	False	-0.13365963
repeat	4371	19	155	0.43056715	0.6630339	527	False	False	-0.23246676
syndrome	4372	19	155	0.33616778	0.51974523	421	False	False	-0.18357745
philips	4373	19	155	0.3612921	0.53233546	215	False	False	-0.17104337
attendance	4374	19	155	0.3528742	0.6371346	1371	False	False	-0.28426042
penalty	4375	19	155	0.39535722	0.6736034	1049	False	False	-0.2782462
drum	4376	19	155	0.38107932	0.63009465	706	False	False	-0.24901533
glasses	4377	19	155	0.5047543	0.56763613	9	False	False	-0.06288183
enables	4378	19	155	0.6825805	0.7680383	3	False	True	-0.0854578
nec	4379	19	155	0.27429646	0.444844	418	False	False	-0.17054754
iraqi	4380	19	155	0.5214573	0.7010351	226	False	False	-0.17957777
builder	4381	19	155	0.5200674	0.52043885	2	False	True	-0.00037145615
vista	4382	19	155	0.46032026	0.5541055	4	False	True	-0.093785256
jessica	4383	19	155	0.5105473	0.5310693	5	False	True	-0.020521998
chips	4384	19	155	0.5225052	0.55500925	6	False	False	-0.032504022
terry	4385	19	155	0.5055993	0.6637828	190	False	False	-0.15818346
flood	4386	19	155	0.3695965	0.6747413	1227	False	False	-0.30514482
ease	4387	19	155	0.49062985	0.78318596	736	False	False	-0.2925561
amsterdam	4388	19	155	0.41875795	0.49898767	58	False	False	-0.08022973
orgy	4389	19	155	0.30952373	0.48194465	1416	False	False	-0.17242092
arena	4390	19	155	0.3135839	0.6201035	1304	False	False	-0.30651957
adventures	4391	19	155	0.46752483	0.54774404	10	False	False	-0.08021921
pupils	4392	19	155	0.4301968	0.5821003	75	False	False	-0.15190348
stewart	4393	19	155	0.5844628	0.72171354	36	False	False	-0.13725072
announcement	4394	19	155	0.56414306	0.6364521	35	False	False	-0.07230902
tabs	4395	19	155	0.4053904	0.52181673	32	False	False	-0.11642632
outcome	4396	19	155	0.5931344	0.737957	107	False	False	-0.1448226
appreciate	4397	19	155	0.5390181	0.5920095	14	False	False	-0.05299139
